"","Gene","Gene.name","Tissue","TPM","pTPM","nTPM"
"6425","ENSG00000002745","WNT16","basal amygdala",0.6,0.8,0.1
"6426","ENSG00000002745","WNT16","bone marrow",0,0,0
"6427","ENSG00000002745","WNT16","breast",1.8,2.2,1.4
"6428","ENSG00000002745","WNT16","caudate nucleus",0.4,0.6,0.1
"6429","ENSG00000002745","WNT16","central amygdala",0.3,0.5,0
"6430","ENSG00000002745","WNT16","centromedial thalamic nucleus",0.6,0.9,0
"6431","ENSG00000002745","WNT16","cerebellar cortex",0.6,1,0.1
"6432","ENSG00000002745","WNT16","cerebellar nuclei",0.3,0.4,0
"6433","ENSG00000002745","WNT16","cerebellar white matter",0.2,0.3,0
"6434","ENSG00000002745","WNT16","cervical spinal cord, central gray",1.2,1.7,0.5
"6435","ENSG00000002745","WNT16","cervical spinal cord, dorsal horn",0.4,0.6,0.1
"6436","ENSG00000002745","WNT16","cervical spinal cord, ventral horn",0.3,0.4,0
"6437","ENSG00000002745","WNT16","cervix",8.4,10,5.3
"6438","ENSG00000002745","WNT16","choroid plexus",0.8,1.1,0.6
"6439","ENSG00000002745","WNT16","claustrum",0.5,0.7,0.1
"6440","ENSG00000002745","WNT16","colon",0.1,0.1,0.1
"6441","ENSG00000002745","WNT16","corpus callosum, genu (white matter)",0.2,0.4,0
"6442","ENSG00000002745","WNT16","corpus callosum, splenium (white matter)",0.2,0.3,0
"6443","ENSG00000002745","WNT16","corticomedial amygdala",0.6,0.9,0.1
"6444","ENSG00000002745","WNT16","cuneate nuclei",0.2,0.4,0
"6445","ENSG00000002745","WNT16","cuneiform nucleus",0.2,0.3,0
"6446","ENSG00000002745","WNT16","dentate gyrus",0.3,0.4,0
"6447","ENSG00000002745","WNT16","dorsal cochlear nucleus",0.3,0.4,0
"6448","ENSG00000002745","WNT16","dorsal funiculus (white matter)",0.2,0.3,0
"6449","ENSG00000002745","WNT16","dorsal medullary reticular nucleus",0.2,0.3,0
"6450","ENSG00000002745","WNT16","dorsal motor vagal complex",0.3,0.5,0
"6451","ENSG00000002745","WNT16","dorsal raphe nucleus",0.6,0.9,0.1
"6452","ENSG00000002745","WNT16","dorsal tegmental nucleus",0.5,0.9,0.1
"6453","ENSG00000002745","WNT16","dorsolateral prefrontal cortex",0,0,0.1
"6454","ENSG00000002745","WNT16","dorsolateral tegmental area",0.4,0.6,0
"6455","ENSG00000002745","WNT16","dorsomedial nucleus",0.5,0.7,0
"6456","ENSG00000002745","WNT16","dorsomedial prefrontal cortex",0.1,0.2,0.1
"6457","ENSG00000002745","WNT16","duodenum",0.1,0.1,0.1
"6458","ENSG00000002745","WNT16","endometrium",0.2,0.2,0.1
"6459","ENSG00000002745","WNT16","entorhinal gyrus",0.9,1.4,0.2
"6460","ENSG00000002745","WNT16","epididymis",0,0,0
"6461","ENSG00000002745","WNT16","esophagus",0.2,0.2,0.1
"6462","ENSG00000002745","WNT16","fallopian tube",0.3,0.4,0.2
"6463","ENSG00000002745","WNT16","flocculonodular lobe",0.7,1.1,0.1
"6464","ENSG00000002745","WNT16","frontal cortex",0.1,0.1,0.1
"6465","ENSG00000002745","WNT16","frontal eye field",0.4,0.6,0.1
"6466","ENSG00000002745","WNT16","frontal operculum",0.4,0.6,0
"6467","ENSG00000002745","WNT16","frontomarginal cortex",0.1,0.1,0.1
"6468","ENSG00000002745","WNT16","frontopolar cortex",0.2,0.2,0.2
"6469","ENSG00000002745","WNT16","fusiform gyrus",0.6,1,0.1
"6470","ENSG00000002745","WNT16","fusiform gyrus (white matter)",0.4,0.6,0
"6471","ENSG00000002745","WNT16","gallbladder",0.3,0.4,0.2
"6472","ENSG00000002745","WNT16","gigantocellular reticular nuclei, medullary",0.2,0.2,0
"6473","ENSG00000002745","WNT16","gigantocellular reticular nuclei, pars",0.4,0.5,0
"6474","ENSG00000002745","WNT16","globus pallidus, externus",0.2,0.3,0
"6475","ENSG00000002745","WNT16","globus pallidus, internus",0.1,0.1,0
"6476","ENSG00000002745","WNT16","gyrus rectus",0.1,0.1,0.1
"6477","ENSG00000002745","WNT16","habenula",0.8,1.2,0.1
"6478","ENSG00000002745","WNT16","heart muscle",0,0,0
"6479","ENSG00000002745","WNT16","hippocampus",0.3,0.4,0
"6480","ENSG00000002745","WNT16","hippocampus, CA1",0.4,0.6,0
"6481","ENSG00000002745","WNT16","hippocampus, CA2",0.6,0.9,0.1
"6482","ENSG00000002745","WNT16","hippocampus, CA3",0.4,0.6,0
"6483","ENSG00000002745","WNT16","inferior colliculus",0.4,0.7,0
"6484","ENSG00000002745","WNT16","inferior frontal gyrus, opercular",0.3,0.5,0.1
"6485","ENSG00000002745","WNT16","inferior frontal gyrus, orbital",0.1,0.2,0.1
"6486","ENSG00000002745","WNT16","inferior frontal gyrus, triangular",0.1,0.1,0
"6487","ENSG00000002745","WNT16","inferior olive",0.2,0.3,0
"6488","ENSG00000002745","WNT16","inferior parietal lobule",0.7,1,0.1
"6489","ENSG00000002745","WNT16","inferior temporal gyrus",1,1.5,0.2
"6490","ENSG00000002745","WNT16","intraparietal deep sulcus",0.8,1.2,0.2
"6491","ENSG00000002745","WNT16","kidney",0.1,0.1,0.1
"6492","ENSG00000002745","WNT16","Kolliker-Fuse nucleus",0.2,0.4,0
"6493","ENSG00000002745","WNT16","lateral amygdala",0.4,0.5,0
"6494","ENSG00000002745","WNT16","lateral funiculus (white matter)",0.4,0.6,0.1
"6495","ENSG00000002745","WNT16","lateral geniculate body",0.3,0.4,0
"6496","ENSG00000002745","WNT16","lateral hypothalamic area",0.2,0.2,0
"6497","ENSG00000002745","WNT16","lateral lemniscal nuclei",0.3,0.5,0
"6498","ENSG00000002745","WNT16","lateral medullary reticular nucleus",0.3,0.5,0
"6499","ENSG00000002745","WNT16","lateral parabrachial nucleus",0.3,0.5,0
"6500","ENSG00000002745","WNT16","lateral thalamic nuclei",0.2,0.3,0
"6501","ENSG00000002745","WNT16","lateral vestibular nucleus",0.2,0.2,0
"6502","ENSG00000002745","WNT16","lingual gyrus",0.8,1.2,0.1
"6503","ENSG00000002745","WNT16","liver",0,0,0
"6504","ENSG00000002745","WNT16","locus coeruleus",0.3,0.4,0
"6505","ENSG00000002745","WNT16","lung",0,0,0
"6506","ENSG00000002745","WNT16","lymph node",1.2,1.6,1.1
"6507","ENSG00000002745","WNT16","mamillary body",0.1,0.2,0
"6508","ENSG00000002745","WNT16","medial dorsal thalamic nucleus",0.3,0.5,0
"6509","ENSG00000002745","WNT16","medial geniculate body",0.3,0.5,0
"6510","ENSG00000002745","WNT16","medial olivary nucleus",0.2,0.4,0
"6511","ENSG00000002745","WNT16","medial parabrachial nucleus",0.3,0.5,0
"6512","ENSG00000002745","WNT16","medial periolivary nuclei",0.4,0.6,0
"6513","ENSG00000002745","WNT16","medial vestibular nucleus",0.3,0.5,0
"6514","ENSG00000002745","WNT16","median raphe nucleus",0.2,0.3,0
"6515","ENSG00000002745","WNT16","middle cingulate cortex",0.4,0.6,0.1
"6516","ENSG00000002745","WNT16","middle frontal gyrus",0.3,0.4,0.2
"6517","ENSG00000002745","WNT16","middle temporal gyrus",0.9,1.4,0.2
"6518","ENSG00000002745","WNT16","motor facial nucleus",0.3,0.5,0
"6519","ENSG00000002745","WNT16","motor hypoglossal nucleus",0.4,0.7,0
"6520","ENSG00000002745","WNT16","motor trigeminal nucleus",0.4,0.5,0
"6521","ENSG00000002745","WNT16","nuclei of the trapezoid body",0.3,0.4,0
"6522","ENSG00000002745","WNT16","nucleus accumbens",0.1,0.2,0
"6523","ENSG00000002745","WNT16","nucleus ambiguus",0.3,0.6,0
"6524","ENSG00000002745","WNT16","nucleus basalis of Meynert",0.4,0.5,0.1
"6525","ENSG00000002745","WNT16","nucleus cuneatus",0.2,0.3,0
"6526","ENSG00000002745","WNT16","nucleus gracilis",0.3,0.4,0
"6527","ENSG00000002745","WNT16","nucleus of the diagonal band",1.6,2.3,0.5
"6528","ENSG00000002745","WNT16","nucleus raphe magnus",0.3,0.4,0
"6529","ENSG00000002745","WNT16","nucleus raphe obscurus",0.2,0.4,0
"6530","ENSG00000002745","WNT16","nucleus raphe pallidus",0.2,0.3,0
"6531","ENSG00000002745","WNT16","nucleus reuniens",0.2,0.3,0
"6532","ENSG00000002745","WNT16","nucleus rhomboideus",0.3,0.4,0
"6533","ENSG00000002745","WNT16","nucleus tractus solitarii",0.9,1.3,0.2
"6534","ENSG00000002745","WNT16","occipital cortex",0.5,0.7,0.1
"6535","ENSG00000002745","WNT16","occipital cortex (white matter)",0.2,0.3,0
"6536","ENSG00000002745","WNT16","olfactory area",1,1.4,0.3
"6537","ENSG00000002745","WNT16","olfactory tubercle",1.1,1.6,0.4
"6538","ENSG00000002745","WNT16","orbitofrontal gyrus, anterior",0.2,0.4,0.2
"6539","ENSG00000002745","WNT16","orbitofrontal gyrus, lateral",0.1,0.1,0.1
"6540","ENSG00000002745","WNT16","orbitofrontal gyrus, medial",0.1,0.1,0.2
"6541","ENSG00000002745","WNT16","orbitofrontal gyrus, posterior",0.1,0.1,0.1
"6542","ENSG00000002745","WNT16","ovary",0,0,0
"6543","ENSG00000002745","WNT16","pancreas",0,0,0
"6544","ENSG00000002745","WNT16","paracentral lobule, anterior",0.5,0.7,0.1
"6545","ENSG00000002745","WNT16","paracentral lobule, posterior",0.5,0.7,0.1
"6546","ENSG00000002745","WNT16","parahippocampal cortex",0.8,1.1,0.2
"6547","ENSG00000002745","WNT16","parahippocampal cortex (white matter)",0.3,0.5,0
"6548","ENSG00000002745","WNT16","paramedian reticular nucleus",0.3,0.5,0
"6549","ENSG00000002745","WNT16","parathyroid gland",0,0,0
"6550","ENSG00000002745","WNT16","paraventricular nucleus",0.3,0.4,0
"6551","ENSG00000002745","WNT16","parietal cortex",0,0,0
"6552","ENSG00000002745","WNT16","parietal operculum",0.2,0.3,0
"6553","ENSG00000002745","WNT16","parieto-insular cortex",0.9,1.3,0.2
"6554","ENSG00000002745","WNT16","parieto-occipital transitional area",0.6,0.9,0.1
"6555","ENSG00000002745","WNT16","parieto-temporal junction (white matter)",0.1,0.2,0
"6556","ENSG00000002745","WNT16","parvicellular reticular nuclei",0.3,0.5,0
"6557","ENSG00000002745","WNT16","parvicellular reticular nuclei, medullary",0.1,0.2,0
"6558","ENSG00000002745","WNT16","pedunculopontine tegmental nucleus",0.5,0.8,0
"6559","ENSG00000002745","WNT16","periaquaductal grey, anterior",0.3,0.4,0
"6560","ENSG00000002745","WNT16","periaquaductal grey, dorsal",1.5,2.2,0.4
"6561","ENSG00000002745","WNT16","periaquaductal grey, lateral",0.8,1.2,0.1
"6562","ENSG00000002745","WNT16","perirhinal gyrus",1.3,2,0.3
"6563","ENSG00000002745","WNT16","peritrigeminal nucleus",0.3,0.4,0
"6564","ENSG00000002745","WNT16","piriform cortex",0.2,0.4,0
"6565","ENSG00000002745","WNT16","placenta",0.5,0.7,0.4
"6566","ENSG00000002745","WNT16","pontine nuclei",0.4,0.5,0
"6567","ENSG00000002745","WNT16","pontine raphe nucleus",0.4,0.6,0
"6568","ENSG00000002745","WNT16","postcentral gyrus",0.2,0.3,0.1
"6569","ENSG00000002745","WNT16","postcentral gyrus, dorsal",0.6,0.8,0.1
"6570","ENSG00000002745","WNT16","postcentral gyrus, middle",0.5,0.7,0.1
"6571","ENSG00000002745","WNT16","postcentral gyrus, ventral",0.3,0.4,0
"6572","ENSG00000002745","WNT16","posterior cingulate cortex",0.1,0.1,0
"6573","ENSG00000002745","WNT16","posterior cingulate cortex, dorsal",0.3,0.5,0.1
"6574","ENSG00000002745","WNT16","posterior cingulate cortex, ventral",0.4,0.6,0.1
"6575","ENSG00000002745","WNT16","posterior insular cortex",0.8,1.2,0.2
"6576","ENSG00000002745","WNT16","posterior thalamic nucleus",0.6,0.9,0
"6577","ENSG00000002745","WNT16","posteroventral cochlear nucleus",0.4,0.5,0
"6578","ENSG00000002745","WNT16","precentral gyrus",0.3,0.4,0.1
"6579","ENSG00000002745","WNT16","precentral gyrus, dorsal",0.2,0.3,0
"6580","ENSG00000002745","WNT16","precentral gyrus, middle",0.4,0.5,0
"6581","ENSG00000002745","WNT16","precentral gyrus, ventral",0.2,0.3,0
"6582","ENSG00000002745","WNT16","precuneus",0.5,0.8,0
"6583","ENSG00000002745","WNT16","premotor cortex, dorsal",0.4,0.6,0.1
"6584","ENSG00000002745","WNT16","premotor cortex, ventral",0.4,0.5,0
"6585","ENSG00000002745","WNT16","preoptic area",0.4,0.6,0.1
"6586","ENSG00000002745","WNT16","prepositus hypoglossal nucleus",0.5,0.7,0
"6587","ENSG00000002745","WNT16","pretectal area",0.3,0.5,0
"6588","ENSG00000002745","WNT16","principal sensory trigeminal nucleus",0.4,0.7,0
"6589","ENSG00000002745","WNT16","prostate",1.1,1.3,0.6
"6590","ENSG00000002745","WNT16","pulvinar",0.3,0.4,0
"6591","ENSG00000002745","WNT16","putamen",1,1.4,0.5
"6592","ENSG00000002745","WNT16","rectum",0.2,0.2,0.2
"6593","ENSG00000002745","WNT16","red nucleus",0.1,0.2,0
"6594","ENSG00000002745","WNT16","reticular pontine nucleus, caudal",0.3,0.4,0
"6595","ENSG00000002745","WNT16","reticular pontine nucleus, oral",0.3,0.5,0
"6596","ENSG00000002745","WNT16","reticulotegmental nucleus",0.4,0.6,0
"6597","ENSG00000002745","WNT16","retrosplenial cortex",0.6,0.9,0
"6598","ENSG00000002745","WNT16","salivary gland",0,0,0
"6599","ENSG00000002745","WNT16","seminal vesicle",2.4,2.9,1.8
"6600","ENSG00000002745","WNT16","septal nuclei",1.2,1.8,0.3
"6601","ENSG00000002745","WNT16","skeletal muscle",0,0,0.1
"6602","ENSG00000002745","WNT16","skin",23.9,30.3,20.7
"6603","ENSG00000002745","WNT16","small intestine",0.3,0.3,0.2
"6604","ENSG00000002745","WNT16","smooth muscle",0.3,0.3,0.2
"6605","ENSG00000002745","WNT16","somatomor cortex, precentral gyrus (white matter)",0.4,0.5,0.2
"6606","ENSG00000002745","WNT16","somatosensory cortex, postcentral gyrus, ventral (white matter)",0.1,0.2,0
"6607","ENSG00000002745","WNT16","spinal trigeminal nucleus, caudal",0.3,0.4,0
"6608","ENSG00000002745","WNT16","spinal trigeminal nucleus, interpolar",0.3,0.4,0
"6609","ENSG00000002745","WNT16","spinal trigeminal nucleus, oral",0.4,0.6,0
"6610","ENSG00000002745","WNT16","spinal vestibular nucleus",0.2,0.3,0
"6611","ENSG00000002745","WNT16","spleen",1.2,1.6,0.8
"6612","ENSG00000002745","WNT16","stomach",0,0,0
"6613","ENSG00000002745","WNT16","stria terminalis, bed nucleus",0.6,0.9,0.1
"6614","ENSG00000002745","WNT16","subcallosal gyrus",0.2,0.2,0.3
"6615","ENSG00000002745","WNT16","subcentral gyrus, S2",0.4,0.6,0
"6616","ENSG00000002745","WNT16","subcoeruleus area",0.5,0.8,0
"6617","ENSG00000002745","WNT16","subiculum",0.5,0.7,0
"6618","ENSG00000002745","WNT16","substantia nigra",0.3,0.4,0
"6619","ENSG00000002745","WNT16","subthalamic nucleus",0.2,0.3,0
"6620","ENSG00000002745","WNT16","superior colliculus",0.2,0.3,0
"6621","ENSG00000002745","WNT16","superior frontal gyrus",0.1,0.1,0.1
"6622","ENSG00000002745","WNT16","superior olive",0.3,0.5,0
"6623","ENSG00000002745","WNT16","superior parietal lobule",0.7,1,0.1
"6624","ENSG00000002745","WNT16","superior temporal gyrus",1,1.5,0.2
"6625","ENSG00000002745","WNT16","superior vestibular nucleus",0.7,1,0.1
"6626","ENSG00000002745","WNT16","supplementary motor cortex",0.6,0.8,0.2
"6627","ENSG00000002745","WNT16","suprachiasmatic nucleus",0.1,0.2,0
"6628","ENSG00000002745","WNT16","supramarginal gyrus",0.6,0.9,0.1
"6629","ENSG00000002745","WNT16","supraoptic nucleus",0.6,0.8,0.1
"6630","ENSG00000002745","WNT16","temporal cortex",0.1,0.2,0
"6631","ENSG00000002745","WNT16","temporal cortex (white matter)",0.2,0.3,0
"6632","ENSG00000002745","WNT16","temporal pole",1,1.5,0.2
"6633","ENSG00000002745","WNT16","temporal white matter",0.4,0.6,0
"6634","ENSG00000002745","WNT16","temporo-insular cortex, parainsular gyrus",0.8,1.2,0.1
"6635","ENSG00000002745","WNT16","temporo-occipital transitional zone",0.6,0.9,0
"6636","ENSG00000002745","WNT16","testis",0.1,0.2,0
"6637","ENSG00000002745","WNT16","thymus",0.1,0.1,0.1
"6638","ENSG00000002745","WNT16","thyroid gland",0,0,0
"6639","ENSG00000002745","WNT16","tongue",0,0,0
"6640","ENSG00000002745","WNT16","tonsil",0.3,0.4,0.4
"6641","ENSG00000002745","WNT16","transversal temporal gyrus, anterior",0.8,1.2,0.1
"6642","ENSG00000002745","WNT16","transversal temporal gyrus, posterior",0.9,1.3,0.1
"6643","ENSG00000002745","WNT16","urinary bladder",0.2,0.2,0.1
"6644","ENSG00000002745","WNT16","ventral medullary reticular nucleus",0.3,0.4,0
"6645","ENSG00000002745","WNT16","ventral periolivary nuclei",0.2,0.3,0
"6646","ENSG00000002745","WNT16","ventral posterolateral thalamic nucleus",0.4,0.6,0
"6647","ENSG00000002745","WNT16","ventral posteromedial thalamic nucleus",0.3,0.4,0
"6648","ENSG00000002745","WNT16","ventral tegmental area",0.3,0.5,0
"6649","ENSG00000002745","WNT16","ventral thalamic nuclei",0.2,0.3,0
"6650","ENSG00000002745","WNT16","ventrolateral medulla, A1/C1 cell groups",0.5,0.8,0
"6651","ENSG00000002745","WNT16","ventrolateral prefrontal cortex",0,0,0.1
"6652","ENSG00000002745","WNT16","ventrolateral tegmental area, A5 NE cell group",0.3,0.4,0
"6653","ENSG00000002745","WNT16","ventromedial nucleus",0.3,0.4,0
"6654","ENSG00000002745","WNT16","ventromedial prefrontal cortex",0.2,0.2,0.2
"6655","ENSG00000002745","WNT16","vermis",1,1.6,0.2
"6656","ENSG00000002745","WNT16","zona incerta",0.4,0.6,0.1
"6657","ENSG00000002746","HECW1","adipose tissue",0.2,0.2,0.1
"6658","ENSG00000002746","HECW1","adrenal gland",0.1,0.1,0
"6659","ENSG00000002746","HECW1","amygdala",19.4,26.6,0.3
"6660","ENSG00000002746","HECW1","angular gyrus",34.4,49.3,3.5
"6661","ENSG00000002746","HECW1","angular gyrus (white matter)",29,46.4,0
"6662","ENSG00000002746","HECW1","anterior cingulate cortex, supragenual-dorsal",22.3,30.3,0.9
"6663","ENSG00000002746","HECW1","anterior cingulate cortex, supragenual-ventral",21.6,29.2,0.9
"6664","ENSG00000002746","HECW1","anterior cingulate gyrus, pregenual-dorsal",1.7,1.9,2.3
"6665","ENSG00000002746","HECW1","anterior cingulate gyrus, pregenual-ventral",1.3,1.4,2.7
"6666","ENSG00000002746","HECW1","anterior cingulate gyrus, subgenual",1.7,2,2.3
"6667","ENSG00000002746","HECW1","anterior cochlear nucleus, ventral",15.3,21.3,0
"6668","ENSG00000002746","HECW1","anterior funiculus (white matter)",9.7,14.2,0
"6669","ENSG00000002746","HECW1","anterior insular cortex, dorsal",25.3,36.4,0.9
"6670","ENSG00000002746","HECW1","anterior insular cortex, ventral",36.9,54.9,2.4
"6671","ENSG00000002746","HECW1","anterior thalamic nucleus, ventral",20,28,0
"6672","ENSG00000002746","HECW1","appendix",0.2,0.3,0.2
"6673","ENSG00000002746","HECW1","arcuate nucleus",18.4,26.3,0
"6674","ENSG00000002746","HECW1","area parastriata, inferior",25.8,35.3,3.5
"6675","ENSG00000002746","HECW1","area parastriata, parietal",27,38.5,0.3
"6676","ENSG00000002746","HECW1","area parastriata, superior",27.3,37.3,2.9
"6677","ENSG00000002746","HECW1","area parastriata, temporal",31.9,45.3,2.3
"6678","ENSG00000002746","HECW1","area postrema",7.6,11,0
"6679","ENSG00000002746","HECW1","area striata",35.7,51.4,6.9
"6680","ENSG00000002746","HECW1","area striata (white matter)",14.1,18.5,0
"6681","ENSG00000002746","HECW1","basal amygdala",16,22.3,0
"6682","ENSG00000002746","HECW1","bone marrow",0.3,0.5,0.5
"6683","ENSG00000002746","HECW1","breast",0.3,0.3,0.2
"6684","ENSG00000002746","HECW1","caudate nucleus",15,20.6,0
"6685","ENSG00000002746","HECW1","central amygdala",16.4,22.7,0
"6686","ENSG00000002746","HECW1","centromedial thalamic nucleus",33.1,47.6,0
"6687","ENSG00000002746","HECW1","cerebellar cortex",24.3,37.5,0
"6688","ENSG00000002746","HECW1","cerebellar nuclei",11.1,15.3,0
"6689","ENSG00000002746","HECW1","cerebellar white matter",7.4,10.8,0
"6690","ENSG00000002746","HECW1","cervical spinal cord, central gray",10.4,15,0
"6691","ENSG00000002746","HECW1","cervical spinal cord, dorsal horn",11.6,16.5,0
"6692","ENSG00000002746","HECW1","cervical spinal cord, ventral horn",9.2,12.6,0
"6693","ENSG00000002746","HECW1","cervix",0.1,0.2,0.1
"6694","ENSG00000002746","HECW1","choroid plexus",5.5,7.4,0
"6695","ENSG00000002746","HECW1","claustrum",16.9,23.5,0
"6696","ENSG00000002746","HECW1","colon",0.2,0.3,0.2
"6697","ENSG00000002746","HECW1","corpus callosum, genu (white matter)",7.1,11.4,0
"6698","ENSG00000002746","HECW1","corpus callosum, splenium (white matter)",8.1,11.7,0.4
"6699","ENSG00000002746","HECW1","corticomedial amygdala",17.5,24.3,0
"6700","ENSG00000002746","HECW1","cuneate nuclei",14.5,20.3,0
"6701","ENSG00000002746","HECW1","cuneiform nucleus",19,26.3,0
"6702","ENSG00000002746","HECW1","dentate gyrus",8.7,12.3,0
"6703","ENSG00000002746","HECW1","dorsal cochlear nucleus",11.9,16.6,0
"6704","ENSG00000002746","HECW1","dorsal funiculus (white matter)",5,7.5,0
"6705","ENSG00000002746","HECW1","dorsal medullary reticular nucleus",18.5,26.4,0
"6706","ENSG00000002746","HECW1","dorsal motor vagal complex",12.6,16.9,0
"6707","ENSG00000002746","HECW1","dorsal raphe nucleus",12.8,18.1,0
"6708","ENSG00000002746","HECW1","dorsal tegmental nucleus",19.6,30,0
"6709","ENSG00000002746","HECW1","dorsolateral prefrontal cortex",1.4,1.6,3
"6710","ENSG00000002746","HECW1","dorsolateral tegmental area",13.2,19.1,0
"6711","ENSG00000002746","HECW1","dorsomedial nucleus",27.1,38.7,0
"6712","ENSG00000002746","HECW1","dorsomedial prefrontal cortex",2.3,2.7,2.5
"6713","ENSG00000002746","HECW1","duodenum",0,0,0
"6714","ENSG00000002746","HECW1","endometrium",0.3,0.4,0.2
"6715","ENSG00000002746","HECW1","entorhinal gyrus",25.1,35.7,0
"6716","ENSG00000002746","HECW1","epididymis",0.7,0.9,0.6
"6717","ENSG00000002746","HECW1","esophagus",1.1,1.3,1
"6718","ENSG00000002746","HECW1","fallopian tube",0.1,0.1,0.1
"6719","ENSG00000002746","HECW1","flocculonodular lobe",23.7,37,0
"6720","ENSG00000002746","HECW1","frontal cortex",1.8,2.1,2.3
"6721","ENSG00000002746","HECW1","frontal eye field",31.2,43,4.3
"6722","ENSG00000002746","HECW1","frontal operculum",31.1,45.9,0.5
"6723","ENSG00000002746","HECW1","frontomarginal cortex",3.2,3.7,3.2
"6724","ENSG00000002746","HECW1","frontopolar cortex",3.9,4.6,3.2
"6725","ENSG00000002746","HECW1","fusiform gyrus",35,49.7,2
"6726","ENSG00000002746","HECW1","fusiform gyrus (white matter)",16.6,23.5,0
"6727","ENSG00000002746","HECW1","gallbladder",2.9,3.7,1.9
"6728","ENSG00000002746","HECW1","gigantocellular reticular nuclei, medullary",12.4,17.1,0
"6729","ENSG00000002746","HECW1","gigantocellular reticular nuclei, pars",19.9,28.2,0
"6730","ENSG00000002746","HECW1","globus pallidus, externus",9.9,13.9,0
"6731","ENSG00000002746","HECW1","globus pallidus, internus",9.3,13.6,0
"6732","ENSG00000002746","HECW1","gyrus rectus",2.7,3.1,2.7
"6733","ENSG00000002746","HECW1","habenula",24,34.2,0.2
"6734","ENSG00000002746","HECW1","heart muscle",0,0,0
"6735","ENSG00000002746","HECW1","hippocampus",9.2,12.5,0
"6736","ENSG00000002746","HECW1","hippocampus, CA1",13.9,19.7,0.8
"6737","ENSG00000002746","HECW1","hippocampus, CA2",16.4,23,0
"6738","ENSG00000002746","HECW1","hippocampus, CA3",9.4,13.3,0
"6739","ENSG00000002746","HECW1","inferior colliculus",24.6,34.9,0
"6740","ENSG00000002746","HECW1","inferior frontal gyrus, opercular",16.9,22.8,3.5
"6741","ENSG00000002746","HECW1","inferior frontal gyrus, orbital",2.5,2.9,2.4
"6742","ENSG00000002746","HECW1","inferior frontal gyrus, triangular",2.7,3.2,2.5
"6743","ENSG00000002746","HECW1","inferior olive",7.3,9.6,0
"6744","ENSG00000002746","HECW1","inferior parietal lobule",32.3,46.1,4.2
"6745","ENSG00000002746","HECW1","inferior temporal gyrus",41.1,60.2,2.9
"6746","ENSG00000002746","HECW1","intraparietal deep sulcus",30.1,42.8,1.6
"6747","ENSG00000002746","HECW1","kidney",8.2,9.2,7.9
"6748","ENSG00000002746","HECW1","Kolliker-Fuse nucleus",16.4,23.1,0
"6749","ENSG00000002746","HECW1","lateral amygdala",15.8,21.5,0
"6750","ENSG00000002746","HECW1","lateral funiculus (white matter)",8.6,12.1,0
"6751","ENSG00000002746","HECW1","lateral geniculate body",18.4,24.5,0
"6752","ENSG00000002746","HECW1","lateral hypothalamic area",15.8,22.1,0
"6753","ENSG00000002746","HECW1","lateral lemniscal nuclei",24.6,35.2,0
"6754","ENSG00000002746","HECW1","lateral medullary reticular nucleus",11.5,16.1,0
"6755","ENSG00000002746","HECW1","lateral parabrachial nucleus",21.9,31.9,0
"6756","ENSG00000002746","HECW1","lateral thalamic nuclei",15.1,20.3,0
"6757","ENSG00000002746","HECW1","lateral vestibular nucleus",14.1,19.8,0
"6758","ENSG00000002746","HECW1","lingual gyrus",35.4,51.1,1.6
"6759","ENSG00000002746","HECW1","liver",0,0,0.1
"6760","ENSG00000002746","HECW1","locus coeruleus",16.6,23.1,0.4
"6761","ENSG00000002746","HECW1","lung",0.2,0.2,0.1
"6762","ENSG00000002746","HECW1","lymph node",0.5,0.7,0.4
"6763","ENSG00000002746","HECW1","mamillary body",17.4,24.1,0
"6764","ENSG00000002746","HECW1","medial dorsal thalamic nucleus",23.6,31.7,0
"6765","ENSG00000002746","HECW1","medial geniculate body",19.6,27,0
"6766","ENSG00000002746","HECW1","medial olivary nucleus",9.9,14.1,0
"6767","ENSG00000002746","HECW1","medial parabrachial nucleus",18.2,25.6,0
"6768","ENSG00000002746","HECW1","medial periolivary nuclei",24.4,33.9,0
"6769","ENSG00000002746","HECW1","medial vestibular nucleus",14.9,20.4,0
"6770","ENSG00000002746","HECW1","median raphe nucleus",11.3,15.5,0
"6771","ENSG00000002746","HECW1","middle cingulate cortex",23.2,31.5,1.5
"6772","ENSG00000002746","HECW1","middle frontal gyrus",12.9,17.4,5
"6773","ENSG00000002746","HECW1","middle temporal gyrus",31.8,46.7,1.9
"6774","ENSG00000002746","HECW1","motor facial nucleus",20.9,28.6,0
"6775","ENSG00000002746","HECW1","motor hypoglossal nucleus",14.3,21.9,0
"6776","ENSG00000002746","HECW1","motor trigeminal nucleus",27,39.2,2.5
"6777","ENSG00000002746","HECW1","nuclei of the trapezoid body",30.8,43.2,0
"6778","ENSG00000002746","HECW1","nucleus accumbens",14.9,21.4,0
"6779","ENSG00000002746","HECW1","nucleus ambiguus",19.3,29.4,0
"6780","ENSG00000002746","HECW1","nucleus basalis of Meynert",12.1,16.8,0
"6781","ENSG00000002746","HECW1","nucleus cuneatus",8.7,11.9,0
"6782","ENSG00000002746","HECW1","nucleus gracilis",9.7,13.1,0
"6783","ENSG00000002746","HECW1","nucleus of the diagonal band",38.8,57.1,1.2
"6784","ENSG00000002746","HECW1","nucleus raphe magnus",27.3,37.8,0.7
